v_gene,d_gene,j_gene,v_5p_del,v_3p_del,d_5p_del,d_3p_del,j_5p_del,j_3p_del,fv_insertion,vd_insertion,dj_insertion,jf_insertion,cdr3_length,count
IGHV4-31*03,IGHD1/OR15-1a*01,IGHJ4*02,75,1,3,3,8,0,0,5,1,0,36,1
IGHV3-30*03,IGHD3-9*01,IGHJ6*02,148,0,1,10,8,0,0,5,0,0,60,2
IGHV3-7*03,IGHD3-16*02,IGHJ5*02,52,1,4,22,18,0,0,19,0,0,42,1
IGHV3-30*03,IGHD2-2*01,IGHJ4*02,136,2,3,8,3,0,0,2,0,0,45,1
IGHV1-69*04,IGHD2-2*03,IGHJ3*01,39,4,1,6,13,0,0,20,6,0,63,3
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,241,0,0,0,8,0,0,1,7,0,51,1
IGHV1-2*02,IGHD2-2*01,IGHJ4*02,133,1,3,0,13,0,0,1,2,0,45,1
IGHV3-30*03,IGHD2-2*01,IGHJ6*02,122,2,3,5,14,0,0,11,2,0,63,1
IGHV3-30*03,IGHD1-26*01,IGHJ5*02,145,1,0,0,2,0,0,8,4,0,60,1
IGHV4-31*03,IGHD1-1*01,IGHJ4*02,271,1,3,10,13,0,0,22,0,0,40,1
IGHV3-11*05,IGHD3-3*02,IGHJ2*01,73,1,2,7,2,0,0,1,0,0,53,1
IGHV1-2*02,IGHD3-22*01,IGHJ3*02,208,0,10,7,9,0,0,1,0,0,36,5
IGHV4-61*02,IGHD2-15*01,IGHJ4*02,18,0,4,0,6,0,0,7,4,0,60,1
IGHV1-46*01,IGHD2-8*02,IGHJ4*02,182,1,8,11,0,0,0,0,0,0,39,1
IGHV4-59*08,IGHD3-22*01,IGHJ4*02,60,2,0,1,5,0,0,2,4,0,57,1
IGHV1-69*04+G278T,IGHD3-16*01,IGHJ4*02,207,0,3,10,10,0,0,0,0,0,42,1
IGHV4-39*01,IGHD3-10*01,IGHJ4*02,46,0,0,5,0,0,0,5,4,0,63,2
IGHV4-61*02,IGHD3-16*02,IGHJ6*02,66,1,14,7,14,0,0,4,3,0,51,1
IGHV4-59*08,IGHD2-2*01,IGHJ3*01,133,0,9,3,1,0,0,4,8,0,60,1
IGHV1-2*02,IGHD5-24*01,IGHJ3*02,48,2,3,3,4,0,0,8,2,0,48,1
IGHV4-34*01,IGHD6-13*01,IGHJ5*02,0,1,0,6,8,0,0,8,12,0,57,6
IGHV3-7*03,IGHD2-8*01,IGHJ4*02,201,1,1,13,17,0,0,12,0,0,39,2
IGHV3-30*03,IGHD3-10*01,IGHJ4*02,55,1,0,0,0,2,0,0,14,0,72,1
IGHV4-31*03,IGHD2-2*01,IGHJ3*02,75,1,9,3,4,0,0,7,11,0,62,1
IGHV1-69*04+G278T,IGHD4-17*01,IGHJ5*02,223,0,1,2,18,0,0,12,14,0,52,1
IGHV1-2*02,IGHD4-23*01,IGHJ5*02,171,4,2,0,6,0,0,6,3,0,47,1
IGHV3-20*01,IGHD4-17*01,IGHJ2*01,56,1,2,11,4,0,0,26,0,0,57,1
IGHV1-69*04,IGHD5-18*01,IGHJ3*02,81,1,2,1,0,0,0,15,8,0,69,1
IGHV1-2*02,IGHD2-21*01,IGHJ4*02,165,2,1,9,7,0,0,2,0,0,39,2
IGHV4-61*01,IGHD3-16*02,IGHJ2*01,249,3,0,8,2,0,0,0,0,0,57,1
IGHV1-18*04,IGHD3-10*01,IGHJ3*02,180,0,4,15,1,0,0,10,0,0,51,3
IGHV3-7*03,IGHD2-8*01,IGHJ4*02,103,2,0,13,17,0,0,0,0,0,27,1
IGHV3-NL1*01,IGHD6-13*01,IGHJ6*02,234,0,2,1,1,0,0,12,0,0,72,1
IGHV3-30*03,IGHD6-19*01,IGHJ4*02,145,0,0,0,2,0,0,18,13,0,78,1
IGHV4-39*01,IGHD3-10*01,IGHJ6*03,32,0,4,4,12,0,0,9,0,0,63,3
IGHV1-24*01,IGHD4-23*01,IGHJ6*03,185,1,2,0,11,0,0,3,0,0,51,1
IGHV4-34*01,IGHD4-17*01,IGHJ4*02,46,0,0,0,3,0,0,5,7,0,53,1
IGHV3-66*03,IGHD2-2*01,IGHJ4*02,221,2,3,5,6,0,0,2,0,0,45,1
IGHV3-43*02,IGHD6-13*01,IGHJ6*02,68,0,1,0,0,0,0,3,1,0,69,1
IGHV3-NL1*01,IGHD3-9*01,IGHJ6*02,210,0,1,10,8,0,0,5,0,0,60,4
IGHV4-59*08,IGHD6-19*01,IGHJ5*02,35,0,0,0,6,0,0,16,4,0,66,2
IGHV3-NL1*01,IGHD2-2*03,IGHJ3*02,239,0,0,2,3,0,0,6,1,0,63,1
IGHV1-2*02,IGHD2-21*01,IGHJ6*02,100,2,1,9,22,0,0,2,0,0,39,1
IGHV4-59*08,IGHD6-19*01,IGHJ5*02,38,0,0,0,2,0,0,16,0,0,66,1
IGHV1-2*02,IGHD5/OR15-5a*01,IGHJ4*02,103,1,3,1,13,0,0,6,0,0,39,1
IGHV4-30-2*05,IGHD3-16*02,IGHJ4*02,137,1,0,7,3,0,0,4,11,0,69,1
IGHV4-61*01,IGHD4-17*01,IGHJ4*02,133,4,4,0,5,0,0,14,9,0,54,1
IGHV3-30*03,IGHD5-18*01,IGHJ4*02,167,0,2,0,8,0,0,9,7,0,54,9
IGHV3-66*01,IGHD6-13*01,IGHJ6*03,210,0,0,1,3,0,0,3,0,0,63,1
IGHV4-59*08,IGHD5-18*01,IGHJ4*02,0,0,0,4,6,0,0,4,11,0,53,1
IGHV1-18*04,IGHD3-10*01,IGHJ3*02,188,0,4,15,1,0,0,10,0,0,51,1
IGHV4-59*08,IGHD3-10*02,IGHJ4*02,128,0,6,9,13,0,0,23,1,0,54,1
IGHV4-39*01,IGHD3-3*01,IGHJ4*02,188,1,0,0,8,0,0,4,14,0,68,1
IGHV1-46*01,IGHD2-8*02,IGHJ4*02,59,1,8,11,0,0,0,0,0,0,39,1
IGHV1-2*02,IGHD3-10*01,IGHJ5*02,48,1,6,0,2,0,0,4,0,0,57,1
IGHV1-2*02,IGHD2-21*01,IGHJ4*02,21,2,1,9,7,0,0,2,0,0,39,1
IGHV4-61*01,IGHD2-2*02,IGHJ4*02,246,1,5,2,1,0,0,2,0,0,52,1
IGHV4-61*01,IGHD2-21*01,IGHJ5*02,189,1,1,9,2,0,0,1,7,0,54,1
IGHV4-59*08,IGHD5-24*01,IGHJ6*02,0,2,0,3,1,0,0,7,0,0,64,1
IGHV3-30*03,IGHD2-2*01,IGHJ4*02,230,2,3,3,8,0,0,2,0,0,45,1
IGHV4-59*08,IGHD2-8*02,IGHJ6*03,0,0,5,16,20,0,0,3,0,1,36,1
IGHV1-2*02,IGHD1-1*01,IGHJ5*02,48,2,3,7,7,0,0,7,0,0,36,1
IGHV1-2*02,IGHD2-21*01,IGHJ4*02,70,2,1,9,7,0,0,2,0,0,39,2
IGHV4-4*07,IGHD3-22*01,IGHJ6*04,189,3,0,5,18,0,0,6,0,0,54,1
IGHV1-2*02,IGHD1-26*01,IGHJ3*02,132,1,2,0,3,0,0,5,2,0,51,1
IGHV1-46*01,IGHD3-10*01,IGHJ3*01,11,5,10,0,1,0,0,0,0,0,45,1
IGHV5-51*01,IGHD3-3*01,IGHJ6*02,79,0,0,0,17,0,0,9,0,0,66,1
IGHV1-2*02,IGHD1-26*01,IGHJ3*02,60,4,2,0,7,0,0,8,5,0,50,1
IGHV4-34*01,IGHD6-6*01,IGHJ6*03,148,1,0,0,2,0,0,2,9,0,69,2
IGHV4-31*03,IGHD2-2*01,IGHJ3*02,203,1,9,3,4,0,0,7,11,0,62,1
IGHV4-59*08,IGHD6-19*01,IGHJ5*02,244,0,0,0,6,0,0,16,4,0,66,1
IGHV4-59*08,IGHD1-26*01,IGHJ6*02,0,3,2,0,11,0,0,19,0,0,66,1
IGHV1-2*02,IGHD2-8*01,IGHJ6*02,180,1,14,0,5,0,0,0,0,0,54,1
IGHV3-7*03,IGHD2-8*01,IGHJ4*02,7,1,1,13,17,0,0,12,0,0,39,1
IGHV4-31*03,IGHD2-2*01,IGHJ3*02,0,1,9,3,4,0,0,7,10,0,61,2
IGHV3-30*03,IGHD5-24*01,IGHJ4*02,45,2,1,6,5,0,0,11,0,0,45,1
IGHV1-2*02,IGHD6-13*01,IGHJ4*01,38,1,2,6,2,0,0,5,0,0,43,1
IGHV1-2*02,IGHD3/OR15-3a*01,IGHJ6*02,33,1,2,13,15,0,0,11,0,0,54,1
IGHV4-59*08,IGHD4-17*01,IGHJ4*02,78,2,2,7,7,0,0,25,0,0,51,1
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,102,0,0,1,8,0,0,1,8,0,51,1
IGHV1-2*02,IGHD1-26*01,IGHJ3*02,207,1,2,0,3,0,0,5,2,0,51,3
IGHV3-7*03,IGHD2-8*01,IGHJ4*02,18,2,0,13,17,0,0,0,0,0,27,6
IGHV1-2*02,IGHD5-12*01,IGHJ6*02,113,1,4,7,16,0,0,16,0,0,54,1
IGHV3-23*04,IGHD1-26*01,IGHJ1*01,149,0,2,2,1,0,0,9,9,0,65,1
IGHV4-30-2*05,IGHD1-26*01,IGHJ4*02,208,1,2,2,0,0,0,14,3,0,60,1
IGHV3-23*04,IGHD1-26*01,IGHJ6*02,132,0,5,2,6,0,0,1,0,0,51,1
IGHV4-31*03,IGHD3-3*01,IGHJ6*02,35,1,7,9,8,0,0,8,0,0,57,1
IGHV4-34*01,IGHD6-13*01,IGHJ5*02,46,1,0,6,8,0,0,8,12,0,57,3
IGHV1-69*04+G278T,IGHD2-8*02,IGHJ4*02,7,4,3,6,0,0,0,10,13,0,69,1
IGHV3-66*01,IGHD3-22*01,IGHJ4*02,205,1,3,1,13,0,0,1,0,0,42,1
IGHV4-59*08,IGHD2-2*02,IGHJ5*02,133,0,7,2,2,0,0,0,0,0,51,1
IGHV4-34*01,IGHD1-26*01,IGHJ3*01,198,0,2,0,1,0,0,2,2,0,51,1
IGHV5-10-1*01,IGHD2-15*01,IGHJ4*01,83,0,0,0,5,0,0,5,0,0,57,1
IGHV4-61*01,IGHD3-16*02,IGHJ6*03,189,1,3,0,16,0,0,0,0,0,60,1
IGHV4-31*03,IGHD3-3*01,IGHJ6*02,188,1,7,9,8,0,0,8,0,0,57,1
IGHV5-10-1*01,IGHD4-17*01,IGHJ4*02,93,0,2,7,8,0,0,30,0,0,55,1
IGHV4-4*07,IGHD3/OR15-3a*01,IGHJ2*01,75,4,0,10,7,0,0,14,0,0,57,1
IGHV1-2*02,IGHD1-26*01,IGHJ3*02,23,1,2,0,3,0,0,5,2,0,51,2
IGHV3-30*03,IGHD3-22*01,IGHJ4*02,81,0,6,1,7,0,0,6,0,0,51,1
IGHV1-69*04+G278T,IGHD3-10*02,IGHJ4*02,70,0,2,7,8,0,0,10,0,0,51,1
IGHV4-31*03,IGHD3-9*01,IGHJ3*02,81,1,1,3,3,0,0,10,0,0,63,1
IGHV3-20*01,IGHD4-17*01,IGHJ6*03,159,1,2,7,10,0,0,37,0,0,76,1
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,198,0,0,1,1,0,0,1,1,0,51,1
IGHV4-59*08,IGHD4-23*01,IGHJ4*01,81,1,0,14,12,0,0,31,0,0,51,1
IGHV1-2*02,IGHD2-21*02,IGHJ4*02,261,4,1,2,5,0,0,4,0,0,48,1
IGHV3-30*03,IGHD6-13*01,IGHJ6*03,119,0,0,1,3,0,0,3,0,0,63,2
IGHV1-2*02,IGHD2-8*01,IGHJ6*02,6,1,1,16,4,0,0,2,0,0,54,1
IGHV3-15*01,IGHD1-26*01,IGHJ4*02,68,1,2,4,8,0,0,3,6,0,42,1
IGHV3-23*04,IGHD1-26*01,IGHJ6*02,158,0,5,2,6,0,0,1,0,0,51,1
IGHV4-61*02,IGHD5-24*01,IGHJ3*02,195,6,0,0,4,0,0,4,10,0,54,1
IGHV4-39*01,IGHD6-13*01,IGHJ6*02,78,0,7,0,8,0,0,11,0,0,60,1
IGHV4-31*03,IGHD2-2*01,IGHJ3*02,95,1,9,3,4,0,0,7,11,0,62,1
IGHV3-30*03,IGHD3-9*01,IGHJ6*02,162,0,1,10,8,0,0,5,0,0,60,1
IGHV3-30*03,IGHD3/OR15-3a*01,IGHJ6*02,140,0,7,9,9,0,0,11,0,0,60,1
IGHV3-66*01,IGHD1-1*01,IGHJ6*02,198,2,3,0,4,0,0,24,0,0,75,1
IGHV4-34*01,IGHD6-6*01,IGHJ6*02,7,1,0,1,7,0,0,2,9,0,63,1
IGHV3-30*03,IGHD3/OR15-3a*01,IGHJ6*02,142,0,7,9,9,0,0,11,0,0,60,1
IGHV5-10-1*01,IGHD2-15*01,IGHJ4*02,165,0,0,3,2,0,0,5,0,0,57,1
IGHV3-66*01,IGHD2-2*02,IGHJ4*02,248,0,1,1,0,0,0,1,2,0,60,1
IGHV1-18*04,IGHD1-20*01,IGHJ5*02,252,0,0,14,1,0,0,15,0,0,48,1
IGHV1-69*04,IGHD3-22*01,IGHJ6*02,237,0,10,0,8,0,0,7,0,0,63,1
IGHV4-59*08,IGHD2-21*02,IGHJ4*02,46,0,1,10,6,0,0,15,0,0,54,1
IGHV4-59*08,IGHD3-22*01,IGHJ3*02,72,0,17,0,4,0,0,7,1,0,48,3
IGHV4-31*03,IGHD2-21*01,IGHJ6*03,81,2,3,10,15,0,0,4,0,0,45,1
IGHV3-49*04,IGHD1-7*01,IGHJ2*01,169,1,0,6,7,0,0,24,0,0,60,1
IGHV4-59*08,IGHD3-22*01,IGHJ4*02,36,2,3,0,2,0,0,5,0,0,57,2
IGHV4-59*08,IGHD3-10*01,IGHJ3*01,66,0,0,21,12,0,0,30,2,0,60,1
IGHV1-24*01,IGHD4/OR15-4a*01,IGHJ6*03,56,2,2,0,11,0,0,4,0,0,51,1
IGHV1-46*01,IGHD2-21*02,IGHJ6*02,207,1,0,2,0,0,0,22,3,0,93,1
IGHV1-69*04,IGHD6-13*01,IGHJ5*02,68,1,1,0,15,0,0,2,4,0,41,1
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,112,0,0,1,3,0,0,1,3,0,51,1
IGHV4-59*08,IGHD5-18*01,IGHJ4*02,55,0,0,4,0,0,0,4,6,0,54,2
IGHV4-34*01,IGHD2-2*01,IGHJ3*02,0,0,2,2,3,0,0,2,1,0,57,1
IGHV1-18*04,IGHD3-16*01,IGHJ6*02,114,1,2,0,10,0,0,1,0,0,68,1
IGHV3-30*03,IGHD3-16*01,IGHJ6*02,133,0,0,0,8,0,0,1,0,0,73,1
IGHV1-18*04,IGHD2-2*03,IGHJ4*02,180,0,0,2,3,0,0,5,7,0,66,1
IGHV1-2*02,IGHD3-16*01,IGHJ6*02,117,1,1,21,9,0,0,0,0,0,48,1
IGHV1-2*02,IGHD6-19*01,IGHJ5*02,54,0,0,1,1,0,0,9,10,0,69,3
IGHV4-59*08,IGHD5-18*01,IGHJ4*02,81,0,0,0,0,0,0,4,1,0,53,1
IGHV3-7*03,IGHD2-8*01,IGHJ4*02,39,2,0,13,17,0,0,0,0,0,27,2
IGHV4-31*03,IGHD3-9*01,IGHJ3*02,156,1,1,0,7,0,0,10,1,0,63,1
IGHV1-18*04,IGHD2-2*03,IGHJ4*02,19,0,0,2,3,0,0,5,7,0,66,1
IGHV4-34*01,IGHD6-19*01,IGHJ6*03,0,0,0,6,2,0,0,1,4,0,61,1
IGHV4-34*09,IGHD3-22*01,IGHJ6*02,240,1,3,0,17,0,0,10,3,0,66,1
IGHV4-31*03,IGHD3-10*01,IGHJ6*03,246,1,10,5,2,0,0,6,0,0,62,1
IGHV4-34*01,IGHD4-17*01,IGHJ3*02,116,3,0,7,3,0,0,15,3,0,51,1
IGHV3-30*03,IGHD5-18*01,IGHJ4*02,143,0,2,0,8,0,0,9,7,0,54,2
IGHV4-31*03,IGHD1-26*01,IGHJ4*02,0,1,6,6,8,0,0,9,0,0,36,1
IGHV4-31*03,IGHD3-10*01,IGHJ4*02,77,2,6,10,3,0,0,1,0,0,39,1
IGHV4-59*08,IGHD2-2*03,IGHJ3*02,234,0,0,11,12,0,0,22,0,0,60,1
IGHV4-34*01,IGHD1-26*01,IGHJ3*01,205,0,2,0,1,0,0,2,2,0,51,3
IGHV3-66*03,IGHD3-22*01,IGHJ6*02,218,0,0,0,8,0,0,0,0,0,66,1
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,214,0,0,1,3,0,0,1,3,0,51,1
IGHV3-23*04,IGHD2/OR15-2a*01,IGHJ6*03,232,2,0,16,8,0,0,6,0,0,54,1
IGHV4-59*08,IGHD6-19*01,IGHJ5*02,143,0,0,0,2,0,0,16,0,0,66,2
IGHV1-2*02,IGHD2-21*01,IGHJ4*02,240,2,9,9,7,0,0,12,0,0,41,1
IGHV3-49*04,IGHD1-7*01,IGHJ2*01,204,1,0,0,13,0,0,24,0,0,60,3
IGHV1-69*04,IGHD1-1*01,IGHJ5*02,49,0,3,0,2,0,0,11,3,0,57,1
IGHV3-49*04,IGHD3-3*01,IGHJ2*01,53,1,0,22,15,0,0,34,0,0,60,1
IGHV4-39*01,IGHD3-10*01,IGHJ4*02,0,0,4,5,0,0,0,9,4,0,63,8
IGHV1-2*02,IGHD4-23*01,IGHJ4*02,213,11,2,0,5,0,0,14,3,0,46,1
IGHV1-69*04,IGHD3-3*01,IGHJ6*03,45,4,1,14,2,0,0,18,0,0,71,1
IGHV4-61*02,IGHD3-16*01,IGHJ3*02,53,1,3,0,4,0,0,1,11,0,71,1
IGHV1-69*04+G278T,IGHD4-17*01,IGHJ4*02,36,0,1,2,8,0,0,12,6,0,51,1
IGHV4-61*02,IGHD3-10*02,IGHJ3*02,47,1,0,15,3,0,0,17,2,0,60,1
IGHV4-31*03,IGHD3-22*01,IGHJ3*02,41,1,1,7,3,0,0,8,0,0,57,1
IGHV4-59*08,IGHD4-17*01,IGHJ4*02,126,0,0,7,16,0,0,27,0,0,48,1
IGHV4-59*08,IGHD3-9*01,IGHJ5*02,81,0,1,0,5,0,0,1,0,0,57,1
IGHV4-59*08,IGHD4-17*01,IGHJ4*02,34,2,0,10,13,0,0,17,0,0,36,1
IGHV3-43*02,IGHD3/OR15-3a*01,IGHJ6*02,204,2,0,0,8,0,0,0,0,0,66,1
IGHV3-21*01,IGHD3-16*02,IGHJ6*04,0,0,0,3,9,0,0,7,0,0,75,2
IGHV4-31*03,IGHD4-17*01,IGHJ6*03,158,1,3,7,10,0,0,25,0,0,63,1
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,24,0,0,1,1,0,0,1,1,0,51,2
IGHV4-59*08,IGHD3-22*01,IGHJ4*02,63,2,0,0,2,0,0,2,0,0,57,1
IGHV5-51*01,IGHD6-13*01,IGHJ6*02,78,1,3,0,1,0,0,0,1,0,60,1
IGHV3-30*03,IGHD2-2*02,IGHJ4*02,53,0,1,1,0,0,0,1,2,0,60,4
IGHV3-23*04,IGHD1-26*01,IGHJ1*01,156,0,2,2,1,0,0,9,10,0,66,1
IGHV3-23*04,IGHD2/OR15-2a*01,IGHJ6*03,151,3,0,16,8,0,0,7,0,0,54,3
IGHV1-2*02,IGHD2-8*01,IGHJ6*02,123,1,1,16,4,0,0,2,0,0,54,1
IGHV3-7*03,IGHD6-19*01,IGHJ6*03,142,1,3,4,8,0,0,0,12,0,60,1
IGHV1-24*01,IGHD3-16*02,IGHJ4*01,185,2,7,0,6,0,0,1,0,0,51,1
IGHV1-2*02,IGHD4-23*01,IGHJ5*02,174,4,2,8,0,0,0,6,2,0,44,1
IGHV3-7*03,IGHD3-9*01,IGHJ4*02,34,1,9,16,8,0,0,2,0,0,27,1
IGHV4-59*08,IGHD3-9*01,IGHJ4*02,81,0,1,0,2,0,0,1,0,0,57,1
IGHV1-69*04+G278T,IGHD5/OR15-5a*01,IGHJ6*04,207,0,0,0,30,0,0,1,16,0,53,1
IGHV4-61*01,IGHD3-16*01,IGHJ4*02,98,1,3,11,0,0,0,1,0,0,51,1
IGHV1-2*02,IGHD1-1*01,IGHJ4*02,60,1,3,10,13,0,0,21,0,0,39,1
IGHV1-2*02,IGHD4-23*01,IGHJ4*02,53,4,2,0,2,0,0,6,1,0,46,1
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,26,0,0,0,8,0,0,1,7,0,51,1
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,38,0,0,1,8,0,0,1,8,0,51,4
IGHV3-23*04,IGHD6-19*01,IGHJ5*02,153,4,0,0,2,0,0,4,1,0,51,1
IGHV3-23*04,IGHD6-13*01,IGHJ5*02,53,2,0,0,6,0,0,2,5,0,51,1
IGHV4-59*08,IGHD3-16*02,IGHJ4*02,201,0,14,0,6,0,0,9,0,0,54,1
IGHV3-23*04,IGHD2-21*02,IGHJ1*01,67,0,8,0,11,0,0,5,8,0,54,1
IGHV3-30*03,IGHD3-10*01,IGHJ4*02,197,1,0,0,0,0,0,0,14,0,72,2
IGHV5-51*01,IGHD6-6*01,IGHJ4*02,79,1,2,0,3,0,0,13,4,0,57,1
IGHV4-59*08,IGHD3-22*01,IGHJ3*02,66,0,10,5,6,0,0,10,1,0,51,1
IGHV1-2*02,IGHD3-22*01,IGHJ4*02,223,2,3,5,3,0,0,2,3,0,51,1
IGHV3-64*04,IGHD2-2*01,IGHJ4*02,213,2,12,0,11,0,0,11,0,0,45,1
IGHV3-30*03,IGHD6-19*01,IGHJ3*01,95,0,0,5,6,0,0,4,19,0,63,1
IGHV3-49*04,IGHD3-22*01,IGHJ6*02,146,2,2,1,8,0,0,7,4,0,72,1
IGHV3-30*03,IGHD3-9*01,IGHJ6*02,140,0,1,10,8,0,0,5,0,0,60,5
IGHV3-49*04,IGHD1-7*01,IGHJ2*01,246,1,0,6,7,0,0,25,0,0,61,1
IGHV4-61*02,IGHD3-16*02,IGHJ5*02,52,0,14,0,3,0,0,0,0,0,51,1
IGHV4-31*03,IGHD3-3*01,IGHJ6*02,43,1,7,9,8,0,0,8,0,0,57,1
IGHV1-18*04+G278A,IGHD2-2*03,IGHJ4*02,50,0,0,2,3,0,0,5,7,0,66,1
IGHV3-23*04,IGHD2-15*01,IGHJ4*02,84,0,3,0,1,0,0,0,2,0,57,1
IGHV4-59*08,IGHD1-14*01,IGHJ4*02,133,0,2,2,5,0,0,8,4,0,48,2
IGHV4-39*01+G281C,IGHD3-10*01,IGHJ4*02,239,0,4,5,0,0,0,9,4,0,63,1
IGHV3-7*03,IGHD1-1*01,IGHJ4*02,139,1,3,10,13,0,0,21,0,0,39,3
IGHV4-34*01,IGHD4-17*01,IGHJ4*02,46,0,0,0,3,0,0,6,7,0,54,2
IGHV1-2*02,IGHD3-10*01,IGHJ6*02,109,1,4,0,11,0,0,8,0,0,66,1
IGHV4-34*01,IGHD6-13*01,IGHJ5*02,189,1,0,5,8,0,0,8,11,0,57,1
IGHV4-61*02,IGHD2-15*01,IGHJ4*02,29,0,2,3,1,0,0,5,3,0,61,1
IGHV4-34*01,IGHD4-17*01,IGHJ4*02,240,0,0,0,3,0,0,6,7,0,54,1
IGHV3-21*01,IGHD3-16*02,IGHJ3*02,73,0,0,3,3,0,0,10,4,0,75,1
IGHV1-18*04,IGHD1-20*01,IGHJ1*01,151,0,0,1,1,0,0,10,0,0,57,2
IGHV1-46*01,IGHD2-21*02,IGHJ6*02,208,1,0,2,0,0,0,22,3,0,93,1
IGHV5-10-1*01,IGHD2-15*01,IGHJ4*02,101,0,0,3,2,0,0,5,0,0,57,1
IGHV3-48*03,IGHD3-22*01,IGHJ4*02,2,1,0,5,9,0,0,4,0,0,48,1
IGHV4-61*02,IGHD3-3*01,IGHJ4*02,139,0,1,16,3,0,0,0,0,0,39,1
IGHV3-23*04,IGHD6-19*01,IGHJ6*02,142,1,3,0,0,0,0,0,3,0,63,1
IGHV4-31*03,IGHD6-19*01,IGHJ6*02,26,1,3,0,12,0,0,13,0,0,61,1
IGHV3-21*01,IGHD2-15*01,IGHJ4*02,52,1,0,1,2,0,0,7,1,0,63,1
IGHV1-18*04,IGHD2-15*01,IGHJ1*01,242,0,0,0,6,0,0,2,0,0,59,1
IGHV4-30-2*05,IGHD1-26*01,IGHJ4*02,153,1,2,2,0,0,0,14,3,0,60,1
IGHV3-30*03,IGHD2-2*01,IGHJ4*02,232,2,3,5,6,0,0,2,0,0,45,1
IGHV3-30*03,IGHD2-21*02,IGHJ4*02,66,2,8,0,3,0,0,1,1,0,45,1
IGHV4-59*08,IGHD2-2*02,IGHJ5*02,141,0,7,1,6,0,0,0,3,0,51,1
IGHV3-48*03,IGHD3-10*01,IGHJ6*03,52,0,0,8,22,0,0,13,15,1,72,1
IGHV1-2*02,IGHD3-16*01,IGHJ6*02,245,1,1,21,16,0,0,8,0,0,49,1
IGHV1-2*02,IGHD4-23*01,IGHJ4*02,221,4,2,3,1,0,0,6,2,0,45,1
IGHV3-21*01,IGHD3-16*02,IGHJ6*04,10,0,0,3,9,0,0,6,0,0,74,1
IGHV3-49*04,IGHD1-7*01,IGHJ2*01,203,3,0,0,13,0,0,26,0,0,60,2
IGHV3-30*03,IGHD3-10*01,IGHJ6*02,161,1,1,21,17,0,0,23,0,0,57,1
IGHV4-61*02,IGHD3-16*02,IGHJ6*02,140,1,14,7,14,0,0,4,3,0,51,1
IGHV4-59*08,IGHD2-21*02,IGHJ6*03,133,1,1,2,18,0,0,2,0,0,51,1
IGHV3-21*01,IGHD6-13*01,IGHJ4*02,54,1,0,0,6,0,0,3,0,0,45,1
IGHV1-2*02,IGHD2-8*01,IGHJ6*02,48,1,0,13,12,0,0,6,0,0,54,1
IGHV3-23*04,IGHD3-10*01,IGHJ4*02,91,2,4,1,5,0,0,8,14,0,69,1
IGHV3-30*03,IGHD6-19*01,IGHJ6*02,100,3,0,1,1,0,0,0,1,0,60,1
IGHV4-61*01,IGHD5-24*01,IGHJ6*02,2,1,1,4,1,0,0,7,0,0,63,1
IGHV1-2*02,IGHD2-8*01,IGHJ6*02,70,1,1,15,6,0,0,1,0,0,52,1
IGHV3-21*01,IGHD3-16*02,IGHJ3*02,32,0,3,3,3,0,0,13,4,0,75,1
IGHV4-31*03,IGHD3-9*01,IGHJ3*02,47,1,1,3,3,0,0,10,0,0,63,1
IGHV4-30-2*05,IGHD1-26*01,IGHJ4*02,158,1,2,2,0,0,0,14,3,0,60,1
IGHV1-69*04,IGHD3-16*02,IGHJ5*02,184,5,7,0,2,0,0,0,0,0,54,1
IGHV1-2*02,IGHD3-22*01,IGHJ4*02,217,2,3,5,3,0,0,2,3,0,51,1
IGHV4-59*08,IGHD2-21*02,IGHJ3*02,133,0,1,21,4,0,0,19,0,0,51,1
IGHV3-49*04,IGHD1-7*01,IGHJ2*01,114,1,0,0,13,0,0,24,0,0,60,1
IGHV4-59*08,IGHD3-22*01,IGHJ3*02,199,0,10,5,6,0,0,10,1,0,51,1
IGHV4-39*01,IGHD4-17*01,IGHJ4*02,46,1,0,10,13,0,0,18,0,0,38,1
IGHV4-59*08,IGHD3-16*02,IGHJ6*03,14,2,16,5,16,0,0,7,0,0,48,1
IGHV4-30-2*05,IGHD2-2*01,IGHJ5*02,0,0,1,2,6,0,0,7,0,0,60,1
IGHV4-59*08,IGHD3-10*01,IGHJ4*02,187,1,0,5,0,0,0,3,8,0,64,1
IGHV4-34*01,IGHD3-3*01,IGHJ4*02,124,1,0,0,0,0,0,4,7,0,69,1
IGHV4-61*01,IGHD5-24*01,IGHJ6*02,197,1,1,4,1,0,0,7,0,0,63,1
IGHV3-7*03,IGHD1-26*01,IGHJ4*02,63,1,2,3,3,0,0,4,0,0,43,1
IGHV3-30*03,IGHD6-19*01,IGHJ3*02,133,0,0,5,6,0,0,4,19,0,63,2
