v_gene,d_gene,j_gene,v_5p_del,v_3p_del,d_5p_del,d_3p_del,j_5p_del,j_3p_del,fv_insertion,vd_insertion,dj_insertion,jf_insertion,cdr3_length,count
IGHV1-2*02,IGHD3-3*02,IGHJ6*02,75,1,0,17,11,0,0,9,0,24,54,1
IGHV4-59*08,IGHD3-22*01,IGHJ3*02,0,0,1,20,11,0,8,22,0,18,51,1
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,118,0,0,1,3,0,0,1,3,30,51,1
IGHV3-7*03,IGHD1-1*01,IGHJ4*02,120,1,3,10,13,0,0,21,0,30,39,1
IGHV4-59*08,IGHD5-24*01,IGHJ6*03,93,1,1,10,10,0,0,10,0,31,51,3
IGHV1-2*02,IGHD2-8*01,IGHJ6*02,171,1,1,12,8,0,0,2,0,30,54,1
IGHV4-59*08,IGHD5-18*01,IGHJ4*02,126,0,0,4,0,0,0,4,6,30,54,4
IGHV3-7*03,IGHD1-1*01,IGHJ4*02,101,1,3,10,13,0,0,21,0,30,39,1
IGHV3-23*04,IGHD2/OR15-2a*01,IGHJ6*03,223,1,0,16,8,0,0,5,0,19,54,1
IGHV1-18*04,IGHD1-20*01,IGHJ1*01,228,0,0,1,1,0,0,10,0,30,57,1
IGHV1-18*04+G278A,IGHD4-11*01,IGHJ6*02,60,1,0,0,6,0,0,7,7,31,66,1
IGHV4-4*07,IGHD3-9*01,IGHJ5*02,196,1,0,20,7,0,0,14,0,97,48,1
IGHV4-61*02,IGHD3-16*02,IGHJ3*02,81,1,4,9,0,0,0,2,13,30,68,1
IGHV4-61*01,IGHD3-3*01,IGHJ2*01,258,4,0,22,15,0,0,34,0,30,57,1
IGHV1-18*04+G278A,IGHD2-2*01,IGHJ4*02,252,0,7,2,5,0,0,12,11,31,68,1
IGHV3-7*03,IGHD3-10*02,IGHJ4*02,240,0,2,17,20,0,0,29,0,116,48,1
IGHV3-30*03,IGHD3-3*02,IGHJ6*02,143,0,0,9,9,0,0,3,0,98,59,1
IGHV4-59*08,IGHD3-16*01,IGHJ3*02,124,0,14,7,6,0,0,17,0,116,57,2
IGHV4-39*01,IGHD3-10*01,IGHJ6*03,78,0,4,4,12,0,0,9,0,31,63,1
IGHV1-2*02,IGHD2-21*01,IGHJ4*02,45,2,2,9,7,0,0,3,0,30,39,1
IGHV3-23*04,IGHD3-10*01,IGHJ5*01,238,0,2,21,20,0,0,14,0,116,33,1
IGHV1-69*04,IGHD6-13*01,IGHJ4*02,40,1,4,0,10,0,0,5,3,30,42,1
IGHV5-10-1*01,IGHD3-16*01,IGHJ4*02,87,0,0,6,6,0,0,6,0,14,57,1
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,36,0,0,1,3,0,0,1,3,30,51,1
IGHV4-34*01,IGHD3-10*01,IGHJ3*01,222,0,4,6,1,0,0,10,6,113,66,1
IGHV3-7*03,IGHD2-8*01,IGHJ4*02,90,1,1,13,17,0,0,12,0,29,39,1
IGHV4-59*08,IGHD2-15*01,IGHJ4*02,0,0,14,2,0,0,0,1,10,30,54,3
IGHV3-21*01,IGHD3-16*02,IGHJ6*04,205,0,7,3,17,0,0,13,8,30,74,1
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,27,0,0,1,8,0,0,1,8,22,51,1
IGHV4-59*08,IGHD3-22*01,IGHJ6*03,123,0,6,4,16,0,0,6,0,31,54,1
IGHV4-59*08,IGHD3-16*02,IGHJ5*02,60,0,10,3,5,0,0,8,0,29,58,1
IGHV3-30*03,IGHD3-3*01,IGHJ6*03,8,1,0,3,11,0,0,4,0,19,63,1
IGHV3-30*03,IGHD3-10*02,IGHJ4*02,84,1,0,0,0,0,0,0,14,30,71,1
IGHV4-31*03,IGHD2-2*03,IGHJ3*02,206,1,9,3,4,0,0,7,11,30,62,1
IGHV4-59*08,IGHD3-16*01,IGHJ6*03,128,2,3,24,26,0,0,26,0,31,51,1
IGHV1-2*02,IGHD1-14*01,IGHJ5*02,9,79,0,2,13,20,0,18,37,0,9,1
IGHV1-69*04+G278T,IGHD3-10*02,IGHJ4*02,29,0,0,19,18,0,0,30,0,30,51,2
IGHV3-30*03,IGHD3-10*01,IGHJ4*02,142,0,0,15,23,0,0,33,0,115,54,1
IGHV4-61*01,IGHD2-8*02,IGHJ5*02,132,1,5,7,7,0,0,12,0,30,54,1
IGHV4-59*08,IGHD1-26*01,IGHJ4*02,0,0,1,2,0,0,7,0,10,22,55,1
IGHV4-34*01,IGHD6-6*01,IGHJ6*02,7,1,0,1,7,0,0,2,9,19,63,1
IGHV3-23*04,IGHD2/OR15-2a*01,IGHJ6*03,54,1,0,16,8,0,0,5,0,31,54,1
IGHV1-18*04,IGHD2-8*01,IGHJ4*02,28,0,6,13,17,0,0,26,0,30,49,1
IGHV3-49*04,IGHD1-7*01,IGHJ2*01,170,3,0,6,7,0,0,26,0,30,60,1
IGHV1-2*02,IGHD1-26*01,IGHJ3*02,24,1,2,0,3,0,0,5,2,14,51,1
IGHV4-39*01,IGHD3-10*01,IGHJ6*03,72,0,4,5,15,0,0,9,4,31,63,1
IGHV4-31*03,IGHD2-8*02,IGHJ3*01,81,1,0,16,17,0,0,9,0,30,36,1
IGHV4-31*03,IGHD3-3*01,IGHJ6*02,93,1,7,9,8,0,0,8,0,107,57,1
IGHV3-30*03,IGHD3-10*01,IGHJ4*02,68,1,0,0,0,0,0,0,14,23,72,1
IGHV3-7*03,IGHD1-1*01,IGHJ4*02,214,1,3,10,13,0,0,22,0,31,40,1
IGHV3-23*04,IGHD3-16*01,IGHJ4*02,153,0,0,9,9,0,0,1,0,111,48,1
IGHV1-2*02,IGHD6-19*01,IGHJ4*02,135,0,2,0,8,0,0,1,8,30,48,1
IGHV4-31*03,IGHD2-2*01,IGHJ3*02,252,1,9,3,4,0,0,7,12,30,63,1
IGHV1-2*02,IGHD3/OR15-3a*01,IGHJ4*02,237,1,0,16,8,0,0,6,0,30,40,1
IGHV4-59*08,IGHD3-10*02,IGHJ4*02,138,1,0,4,0,0,0,3,6,116,62,1
IGHV4-30-2*05,IGHD1-26*01,IGHJ4*02,168,1,0,2,0,0,0,12,3,114,60,1
IGHV1-2*02,IGHD1-26*01,IGHJ3*02,23,1,2,0,3,0,0,5,2,30,51,2
IGHV3-7*03,IGHD5-12*01,IGHJ4*02,150,1,0,10,4,11,0,0,3,0,39,1
IGHV3-30*03,IGHD3-16*02,IGHJ4*02,140,0,15,2,8,0,0,2,12,116,54,1
IGHV3-43*02,IGHD3-3*01,IGHJ6*02,150,2,0,7,1,0,0,0,0,117,66,1
IGHV3-30*03,IGHD3-10*01,IGHJ4*02,221,0,0,15,23,0,0,33,0,116,54,4
IGHV4-34*01,IGHD4-17*01,IGHJ4*02,60,0,0,0,4,0,0,7,8,30,55,1
IGHV4-59*08,IGHD4/OR15-4a*01,IGHJ4*02,64,0,1,0,5,0,0,3,4,30,48,2
IGHV1-2*02,IGHD1-1*01,IGHJ5*02,11,0,1,7,7,0,0,3,0,30,36,1
IGHV4-34*01,IGHD6-13*01,IGHJ4*02,152,0,3,0,5,0,0,2,5,30,48,1
IGHV3-64*04,IGHD5-24*01,IGHJ4*02,232,2,1,5,6,0,0,11,0,116,45,1
IGHV3-15*01,IGHD1-14*01,IGHJ4*02,2,0,7,1,12,0,0,9,3,14,37,1
IGHV4-34*09,IGHD1/OR15-1a*01,IGHJ6*02,68,25,7,1,34,4,0,18,7,0,18,1
IGHV4-39*01+G281C,IGHD4-17*01,IGHJ2*01,264,1,0,0,3,0,0,1,8,117,54,1
IGHV5-51*01,IGHD2-2*01,IGHJ5*01,39,4,7,7,7,0,0,20,0,30,57,1
IGHV3-7*03,IGHD2-21*02,IGHJ5*02,1,1,1,18,16,0,0,24,0,31,47,1
IGHV4-59*08,IGHD3-3*01,IGHJ2*01,46,3,0,23,14,0,0,33,0,24,57,1
IGHV4-59*08,IGHD3-10*02,IGHJ4*02,14,0,3,13,8,0,0,20,0,27,54,1
IGHV3-30*03,IGHD3-3*01,IGHJ6*03,75,0,4,14,9,0,0,4,0,31,51,4
IGHV4-59*08,IGHD3-22*01,IGHJ6*03,35,0,4,4,16,0,0,4,0,31,54,1
IGHV1-2*02,IGHD1-26*01,IGHJ3*02,132,3,6,3,3,0,0,14,7,29,56,1
IGHV1-2*02,IGHD2-8*01,IGHJ6*02,48,1,1,12,8,0,0,2,0,15,54,1
IGHV4-59*08,IGHD4-23*01,IGHJ4*01,197,1,0,14,12,0,0,31,0,30,51,1
IGHV3-64*04,IGHD3-22*01,IGHJ4*02,210,0,6,6,2,0,0,6,0,24,51,1
IGHV3-7*03,IGHD2-8*01,IGHJ4*02,217,1,1,13,17,0,0,12,0,30,39,1
IGHV3-23*04,IGHD3-22*01,IGHJ4*02,131,0,3,5,8,0,0,5,0,116,48,1
IGHV5-51*01,IGHD3-22*01,IGHJ3*02,242,0,1,1,5,0,0,5,5,117,64,1
IGHV4-59*08,IGHD4-23*01,IGHJ3*02,146,0,3,0,4,0,0,5,1,29,48,1
IGHV4-39*01,IGHD3-10*01,IGHJ6*03,84,0,4,4,12,0,0,9,0,31,63,1
IGHV4-61*02,IGHD3-3*01,IGHJ4*02,145,0,1,13,6,0,0,0,0,116,39,1
IGHV5-51*01,IGHD2-8*02,IGHJ6*03,78,1,0,17,13,0,0,14,0,20,57,1
IGHV4-59*08,IGHD4-23*01,IGHJ4*02,44,0,0,0,5,0,0,2,4,30,48,2
IGHV1-2*02,IGHD1-26*01,IGHJ3*02,26,1,2,0,3,0,0,5,2,30,51,1
IGHV3-43*02,IGHD5-12*01,IGHJ6*02,103,2,0,4,4,0,0,8,3,31,69,1
IGHV4-59*08,IGHD6-19*01,IGHJ4*02,126,1,5,0,2,0,0,9,1,30,51,1
IGHV1-18*04,IGHD2-8*02,IGHJ6*02,259,1,3,8,17,0,0,11,0,30,56,1
IGHV1-3*01,IGHD3-16*01,IGHJ6*03,143,0,1,26,24,0,0,22,0,31,51,1
IGHV3-7*03,IGHD5-12*01,IGHJ4*02,53,1,0,4,7,0,0,0,0,17,39,1
IGHV1-69*04,IGHD1-1*01,IGHJ5*02,73,0,4,7,7,0,0,29,0,30,59,1
IGHV3-43*02,IGHD6-13*01,IGHJ6*02,159,0,1,0,0,0,0,3,1,31,69,1
IGHV3-30*03,IGHD2-2*01,IGHJ4*02,192,2,3,5,6,0,0,2,0,116,45,2
IGHV3-7*03,IGHD2-8*01,IGHJ4*02,200,1,2,13,17,0,0,12,0,30,38,1
IGHV3-15*01,IGHD2-2*01,IGHJ2*01,211,0,5,2,0,0,0,2,4,30,63,1
IGHV4-59*08,IGHD6-19*01,IGHJ5*02,0,0,3,0,13,0,0,19,15,30,70,1
IGHV1-18*04+G278A,IGHD2-2*03,IGHJ4*02,87,0,0,2,3,0,0,5,7,30,66,1
IGHV4-34*01,IGHD6-6*01,IGHJ6*02,132,1,0,1,7,0,0,2,9,20,63,1
IGHV4-34*09,IGHD3-3*01,IGHJ6*02,214,1,7,9,8,0,0,8,0,31,57,1
IGHV4-61*02,IGHD2-15*01,IGHJ6*02,121,0,3,5,12,0,0,6,0,31,60,1
IGHV3-30*03,IGHD2-2*03,IGHJ4*02,85,0,0,6,0,0,0,0,7,30,60,3
IGHV1-69*04+G278T,IGHD3-10*02,IGHJ4*02,185,0,0,19,18,0,0,30,0,30,51,1
IGHV4-39*01+G281C,IGHD3-16*02,IGHJ3*01,246,0,0,26,11,0,0,30,0,18,60,1
IGHV3-21*01,IGHD2-15*01,IGHJ4*02,87,1,0,1,2,0,0,7,1,30,63,1
IGHV3-7*03,IGHD3-10*02,IGHJ4*02,227,1,2,17,20,0,0,21,0,116,39,1
IGHV4-31*03,IGHD2-15*01,IGHJ6*02,58,1,1,11,12,0,0,7,0,31,56,1
IGHV4-59*08,IGHD6-19*01,IGHJ5*02,0,0,0,0,4,0,0,16,0,30,64,1
IGHV1-2*02,IGHD2-21*02,IGHJ6*02,0,1,3,16,14,0,0,14,0,31,51,2
IGHV4-61*01,IGHD5-24*01,IGHJ6*02,171,1,0,4,1,0,0,6,0,31,63,1
IGHV1-69*04+G278T,IGHD2-21*01,IGHJ6*03,184,0,1,1,7,0,0,14,3,31,79,1
IGHV4-39*01+G281C,IGHD3-10*01,IGHJ6*03,34,0,4,4,12,0,0,9,0,31,63,1
IGHV4-59*08,IGHD6-13*01,IGHJ5*02,46,0,0,0,6,0,0,16,4,30,66,1
IGHV5-51*01,IGHD3-22*01,IGHJ3*02,243,0,1,1,5,0,0,4,5,116,63,1
IGHV4-34*01,IGHD4-17*01,IGHJ5*02,156,0,0,0,0,0,0,9,1,30,57,2
IGHV3-21*01,IGHD3-16*02,IGHJ3*02,60,0,9,3,1,0,0,19,2,30,75,1
IGHV4-31*03,IGHD2-15*01,IGHJ6*02,0,1,1,11,12,0,0,8,0,31,57,1
IGHV3-30*03,IGHD3-3*02,IGHJ6*02,135,0,0,9,9,0,0,3,0,117,59,2
IGHV4-59*08,IGHD3-9*01,IGHJ4*01,194,1,0,16,8,0,0,17,0,19,51,1
IGHV1-24*01,IGHD3-22*01,IGHJ6*03,48,2,3,7,13,0,0,2,0,31,51,1
IGHV3-23*04,IGHD3-16*01,IGHJ4*02,53,2,13,7,5,0,0,1,0,30,39,1
IGHV3-NL1*01,IGHD2-8*01,IGHJ4*02,234,0,5,5,6,0,0,2,0,30,45,1
IGHV1-18*04+G278A,IGHD4-11*01,IGHJ6*02,79,1,0,0,4,0,0,7,5,31,66,1
IGHV3-21*01,IGHD3-16*02,IGHJ6*04,146,0,0,7,5,0,0,7,0,116,75,1
IGHV3-30*03,IGHD4-17*01,IGHJ4*02,142,2,1,7,7,0,0,18,0,116,45,5
IGHV1-2*02,IGHD1-1*01,IGHJ4*02,60,1,3,10,13,0,0,21,0,17,39,1
IGHV4-34*01,IGHD3-16*02,IGHJ6*02,132,0,2,6,9,0,0,0,0,31,63,1
IGHV4-31*03,IGHD3-16*02,IGHJ6*02,38,0,8,2,7,0,0,19,0,31,82,1
IGHV1-8*01,IGHD2-8*02,IGHJ4*02,233,0,10,11,7,0,0,1,7,31,39,1
IGHV4-39*01+G281C,IGHD5-18*01,IGHJ2*01,264,1,0,2,2,0,0,19,0,30,67,1
IGHV4-34*01,IGHD4-17*01,IGHJ4*02,88,0,0,0,1,0,0,6,5,30,54,1
IGHV3-74*01,IGHD3-10*02,IGHJ4*02,159,1,2,17,20,0,0,21,0,116,39,1
IGHV3-30*03,IGHD1-26*01,IGHJ4*02,139,0,3,0,0,0,0,1,5,30,51,1
IGHV3-7*03,IGHD2-8*01,IGHJ4*02,17,1,1,13,17,0,0,12,0,30,39,1
IGHV1-2*02,IGHD3-16*02,IGHJ3*02,148,0,3,18,16,0,0,6,0,111,36,1
IGHV3-66*01,IGHD1-1*01,IGHJ6*03,72,2,2,0,12,0,0,0,13,31,57,1
IGHV3-49*04,IGHD3-3*01,IGHJ2*01,200,3,0,22,15,0,0,36,0,116,60,4
IGHV3-23*04,IGHD1-26*01,IGHJ1*01,211,0,2,3,1,0,0,9,10,116,65,1
IGHV1-24*01,IGHD3-3*02,IGHJ4*01,79,2,10,1,6,0,0,3,8,30,51,1
IGHV4-59*08,IGHD1-14*01,IGHJ4*02,77,0,2,2,5,0,0,8,4,30,48,2
IGHV1-2*02,IGHD2-21*01,IGHJ4*02,217,2,1,9,7,0,0,2,0,30,39,1
IGHV4-59*08,IGHD2-15*01,IGHJ4*02,123,0,7,0,0,0,0,0,2,30,54,1
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,214,0,0,1,1,0,0,1,1,30,51,1
IGHV3-15*01,IGHD2-8*01,IGHJ4*02,176,5,1,14,16,0,0,1,0,98,24,2
IGHV1-18*04+G278A,IGHD2-2*01,IGHJ4*02,87,0,7,2,3,0,0,12,7,30,66,1
IGHV1-2*02,IGHD1-26*01,IGHJ3*02,56,3,2,0,3,0,0,8,2,29,52,1
IGHV3-49*04,IGHD3-3*01,IGHJ6*02,279,0,0,10,4,0,0,0,6,116,66,1
IGHV4-59*08,IGHD3-16*01,IGHJ6*03,160,1,3,33,17,0,0,25,0,31,51,1
IGHV1-2*02,IGHD4-23*01,IGHJ5*02,7,4,2,0,8,0,0,6,5,30,47,1
IGHV4-39*01,IGHD3-10*01,IGHJ4*02,192,0,0,5,5,0,0,11,0,26,60,1
IGHV3-30*03,IGHD2-2*01,IGHJ4*02,122,2,3,5,6,0,0,2,0,116,45,1
IGHV4-59*08,IGHD2-15*01,IGHJ5*02,0,0,14,2,2,0,0,1,10,28,55,1
IGHV3-30*03,IGHD3-22*01,IGHJ4*02,73,1,10,5,3,0,0,2,0,16,42,1
IGHV3-30*03,IGHD5-18*01,IGHJ4*02,142,0,2,0,8,0,0,9,7,115,54,1
IGHV3-74*01,IGHD6-13*01,IGHJ6*03,80,1,3,0,3,0,0,11,7,31,75,1
IGHV1-18*04+G278A,IGHD4-11*01,IGHJ6*02,88,1,0,0,6,0,0,7,7,31,66,1
IGHV5-10-1*01,IGHD2-8*01,IGHJ4*02,0,0,4,12,18,0,0,31,0,30,54,1
IGHV3-NL1*01,IGHD3/OR15-3a*01,IGHJ6*02,254,0,9,9,9,0,0,14,0,116,61,1
IGHV3-66*01,IGHD6-13*01,IGHJ6*03,211,0,0,1,6,0,0,3,3,31,63,1
IGHV3-48*03,IGHD3-22*01,IGHJ6*02,87,0,1,15,14,0,0,25,0,31,69,1
IGHV4-61*01,IGHD4-17*01,IGHJ4*02,240,1,2,7,7,0,0,24,0,30,51,2
IGHV3-23*04,IGHD6-19*01,IGHJ4*02,144,2,1,0,2,0,0,1,12,30,57,1
IGHV3-43*02,IGHD3-16*02,IGHJ6*02,168,1,5,5,14,0,0,9,0,103,66,1
IGHV3-74*01,IGHD2-21*02,IGHJ1*01,156,0,2,13,21,0,0,6,0,116,30,1
IGHV4-59*08,IGHD3-10*01,IGHJ6*03,92,1,0,5,12,0,0,7,0,31,63,1
IGHV3-21*01,IGHD3-16*02,IGHJ6*04,80,0,10,3,18,0,0,17,9,30,75,1
IGHV1-18*04,IGHD2/OR15-2a*01,IGHJ3*01,213,1,9,8,8,0,0,4,0,30,39,1
IGHV3-7*03,IGHD1-1*01,IGHJ4*02,143,1,3,10,13,0,0,21,0,30,39,1
IGHV3-43*02,IGHD3/OR15-3a*01,IGHJ6*02,142,4,1,10,1,0,0,4,4,32,68,1
IGHV4-31*03,IGHD2-15*01,IGHJ6*03,129,0,9,10,10,0,0,0,0,117,45,1
IGHV3-23*04,IGHD2-8*02,IGHJ4*02,75,0,5,0,1,0,0,2,2,30,57,3
IGHV4-59*08,IGHD6-19*01,IGHJ5*02,75,0,0,0,6,0,0,16,4,115,66,1
IGHV3-48*03,IGHD3-16*02,IGHJ6*04,240,0,0,7,5,0,0,7,0,30,75,3
IGHV3-30*03,IGHD5-18*01,IGHJ4*02,96,0,2,0,8,0,0,9,7,115,54,1
IGHV4-61*01,IGHD4-17*01,IGHJ4*02,139,4,1,0,5,0,0,11,9,30,54,2
IGHV4-59*08,IGHD3-3*02,IGHJ3*01,38,4,0,19,9,0,0,36,0,26,65,1
IGHV4-34*01,IGHD1-26*01,IGHJ3*01,23,0,2,0,1,0,0,2,2,30,51,1
IGHV4-59*08,IGHD3-16*02,IGHJ6*03,126,2,16,7,4,0,0,0,0,31,51,1
IGHV3-21*01,IGHD3-16*02,IGHJ6*04,161,0,0,7,5,0,0,7,0,30,75,2
IGHV3-7*03,IGHD5-12*01,IGHJ4*02,53,1,0,4,7,0,0,0,0,20,39,1
IGHV4-34*09,IGHD3-10*01,IGHJ6*04,252,1,10,5,7,0,0,6,2,30,59,1
IGHV1-18*04,IGHD2-2*03,IGHJ4*02,151,1,0,2,3,0,0,6,7,30,66,1
IGHV3-7*03,IGHD1-1*01,IGHJ5*02,70,1,3,13,13,0,0,22,0,30,40,1
IGHV4-59*08,IGHD2-2*01,IGHJ4*01,64,1,6,2,5,0,0,0,7,30,52,1
IGHV4-30-2*05,IGHD1-26*01,IGHJ4*02,190,1,0,2,0,0,0,11,3,116,59,1
IGHV3-30*03,IGHD6-19*01,IGHJ3*02,146,0,0,5,4,0,0,4,17,30,63,1
IGHV4-59*08,IGHD3-10*01,IGHJ3*01,32,0,0,18,13,0,0,30,0,30,60,1
IGHV4-59*08,IGHD6-19*01,IGHJ4*02,0,0,0,1,1,0,0,6,0,30,53,3
IGHV4-59*08,IGHD2-2*01,IGHJ4*02,133,1,6,2,1,0,0,0,5,24,54,1
IGHV4-34*01,IGHD6-6*01,IGHJ6*03,133,1,0,0,5,0,0,2,9,117,66,2
IGHV3-48*03,IGHD3-10*02,IGHJ4*02,167,3,2,16,21,0,0,32,0,114,48,1
IGHV3-64*04,IGHD5-24*01,IGHJ4*02,257,2,1,5,6,0,0,11,0,116,45,1
IGHV4-59*08,IGHD2-21*02,IGHJ3*02,114,0,1,15,10,0,0,19,0,30,51,1
IGHV4-39*01,IGHD3-10*01,IGHJ6*03,66,0,4,5,15,0,0,9,4,31,63,1
IGHV3-7*03,IGHD2-8*01,IGHJ4*02,170,1,1,13,17,0,0,12,0,30,39,11
IGHV3-73*01,IGHD1-7*01,IGHJ5*02,80,2,1,1,1,0,0,2,3,115,48,1
IGHV4-61*02,IGHD3-10*01,IGHJ3*02,230,1,1,5,0,0,0,2,14,30,70,1
IGHV5-10-1*01,IGHD3-16*01,IGHJ4*02,208,0,0,6,6,0,0,6,0,30,57,1
IGHV1-2*02,IGHD3-22*01,IGHJ4*02,217,2,3,10,3,0,0,2,8,30,51,1
IGHV1-2*02,IGHD1-26*01,IGHJ3*02,70,3,6,3,3,0,0,14,7,28,56,1
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,103,0,0,1,3,0,0,1,3,29,51,1
IGHV3-48*03,IGHD6-19*01,IGHJ4*02,250,2,4,1,1,0,0,10,0,31,51,1
IGHV4-31*03,IGHD2/OR15-2a*01,IGHJ6*03,153,1,3,14,13,0,0,20,0,113,63,1
IGHV3-74*01,IGHD6-13*01,IGHJ5*02,72,1,2,3,0,0,0,0,5,30,51,1
IGHV1-69*04+G278T,IGHD3-10*02,IGHJ4*02,80,0,0,23,14,0,0,30,0,27,51,1
IGHV3-66*01,IGHD3-9*01,IGHJ4*02,156,1,6,14,1,0,0,5,0,116,42,1
IGHV4-59*08,IGHD3-9*01,IGHJ3*01,11,0,3,0,7,0,0,3,3,30,57,1
IGHV3-30*03,IGHD3-9*01,IGHJ6*02,143,0,1,10,8,0,0,5,0,117,60,5
IGHV1-18*04,IGHD1-26*01,IGHJ4*02,48,1,2,1,1,0,0,1,4,30,48,1
IGHV4-34*01,IGHD6-19*01,IGHJ4*02,126,0,0,4,0,0,0,3,3,30,51,1
IGHV3-7*03,IGHD6-13*01,IGHJ6*02,75,0,3,0,4,0,0,4,5,31,66,1
IGHV3-48*03,IGHD3-22*01,IGHJ3*02,234,0,0,9,1,0,0,3,6,117,60,1
IGHV4-31*03,IGHD2-2*01,IGHJ3*02,52,1,9,3,4,0,0,7,11,24,62,1
IGHV3-30*03,IGHD3-16*02,IGHJ4*02,132,0,15,2,8,0,0,2,12,116,54,1
IGHV3-30*03,IGHD3-22*01,IGHJ4*02,86,1,10,5,3,0,0,2,0,30,42,1
IGHV4-59*10,IGHD5-12*01,IGHJ4*02,150,2,0,0,0,0,0,4,13,116,66,1
IGHV4-34*09,IGHD3-16*01,IGHJ3*02,189,0,6,4,3,0,0,0,0,116,54,1
IGHV4-39*01+G281C,IGHD3-10*01,IGHJ6*03,77,0,6,3,13,0,0,11,0,31,63,1
IGHV4-61*01,IGHD5-24*01,IGHJ6*02,197,1,1,4,1,0,0,7,0,31,63,1
IGHV1-2*02,IGHD4-23*01,IGHJ4*02,36,4,2,1,1,0,0,6,0,30,45,1
IGHV1-69*04+G278T,IGHD2-8*01,IGHJ4*02,92,4,3,6,0,0,0,10,13,30,69,1
IGHV1-2*02,IGHD2-8*02,IGHJ4*02,53,0,0,14,16,0,0,19,0,30,48,1
IGHV1-2*02,IGHD1-26*01,IGHJ3*02,115,1,2,0,3,0,0,5,2,30,51,1
IGHV4-61*02,IGHD3-3*02,IGHJ1*01,32,0,7,10,10,0,0,0,0,30,36,1
IGHV3-30*03,IGHD3-3*01,IGHJ6*03,143,0,4,14,9,0,0,4,0,31,51,1
IGHV3-23*04,IGHD3-10*02,IGHJ5*01,144,0,2,15,25,0,0,14,0,116,33,1
IGHV4-39*01+G281C,IGHD5-18*01,IGHJ2*01,88,1,0,2,2,0,0,18,0,30,66,1
IGHV1-69*04,IGHD2-2*02,IGHJ4*02,175,3,3,0,0,0,0,6,1,30,60,1
IGHV4-30-2*05,IGHD2-2*03,IGHJ5*02,145,0,1,5,3,0,0,7,0,20,60,1
IGHV3-66*03,IGHD3-22*01,IGHJ6*02,136,0,6,4,4,0,0,6,0,107,66,1
IGHV1-2*02,IGHD2-2*02,IGHJ5*02,123,2,0,6,1,0,0,9,6,31,68,1
IGHV3-72*01,IGHD2-8*01,IGHJ4*02,203,4,1,13,17,0,0,12,0,30,36,2
IGHV4-61*01,IGHD5-24*01,IGHJ6*02,0,1,1,3,2,0,0,7,0,31,63,1
IGHV4-59*08,IGHD2-15*01,IGHJ4*02,80,0,4,5,2,0,0,7,5,14,60,1
IGHV3-15*01,IGHD6-6*01,IGHJ4*02,253,5,3,1,5,0,0,9,1,116,42,1
IGHV3-NL1*01,IGHD4-23*01,IGHJ6*03,202,64,0,1,2,3,0,60,66,0,121,1
IGHV3-30*03,IGHD5-18*01,IGHJ4*02,191,0,2,0,8,0,0,9,7,115,54,1
IGHV4-34*09,IGHD5/OR15-5a*01,IGHJ5*01,0,25,1,4,13,20,5,19,0,0,30,1
IGHV3-7*03,IGHD2-15*01,IGHJ4*02,53,1,1,8,12,0,0,2,0,22,39,1
IGHV3-7*03,IGHD1-1*01,IGHJ4*02,23,1,3,10,13,0,0,21,0,30,39,3
IGHV4-59*08,IGHD5-24*01,IGHJ6*03,0,1,1,10,10,0,5,10,0,20,51,1
IGHV4-4*07,IGHD5-24*01,IGHJ3*02,0,1,0,8,8,0,0,2,0,30,35,1
IGHV3-30*03,IGHD3-9*01,IGHJ6*02,126,0,1,10,8,0,0,5,0,117,60,1
IGHV1-18*04,IGHD1-20*01,IGHJ1*01,41,0,0,0,10,0,0,10,9,30,58,1
IGHV4-59*08,IGHD2-8*02,IGHJ6*04,0,2,1,11,29,0,0,25,0,30,56,1
IGHV3-43*02,IGHD3-3*01,IGHJ6*02,240,2,0,10,1,0,0,0,3,116,66,2
IGHV3-7*03,IGHD3-3*01,IGHJ6*02,138,2,10,9,9,0,0,1,0,117,45,1
IGHV1-2*02,IGHD1-26*01,IGHJ3*02,165,1,2,0,3,0,0,5,2,30,51,1
IGHV4-39*01,IGHD2-2*02,IGHJ4*02,192,2,6,1,6,0,0,11,11,116,66,1
IGHV5-10-1*01,IGHD3-16*01,IGHJ4*02,7,0,0,6,6,0,0,6,0,30,57,1
IGHV1-2*02,IGHD1-26*01,IGHJ3*02,27,1,2,0,3,0,0,5,2,30,51,1
IGHV3-30*03,IGHD3-16*02,IGHJ6*03,44,1,1,30,20,0,0,30,0,31,58,1
IGHV4-31*03,IGHD6-13*01,IGHJ6*02,171,0,3,0,0,0,0,6,17,117,84,1
IGHV3-30*03,IGHD3-3*01,IGHJ6*03,164,1,0,7,7,0,0,4,0,31,63,1
IGHV3-21*01,IGHD3-22*01,IGHJ3*02,53,0,9,0,0,0,0,0,2,30,54,1
IGHV4-38-2*02,IGHD1-1*01,IGHJ4*02,252,3,3,10,13,0,0,23,0,116,39,2
IGHV1-18*04,IGHD1-20*01,IGHJ1*01,100,0,0,1,1,0,0,10,0,30,57,3
